Id,IdList1,Date,Operator,DescriptionWork,SematId,UserId,BreakFastTime,LunchTime,TotalTime,SpentTime,DateStart,DateEnd
7565,2534,2026-01-04,2045,پلیسه گیری 1 عدد کویل ,69,29,00:00:00.000000,00:00:00.000000,01:15:00.000000,01:15:00.000000,07:45:00.000000,09:00:00.000000
7566,2543,2026-01-04,2045,پلیسه گیری 1 عدد ک.یل و عایق بندی 3 عدد کویل ,69,29,00:30:00.000000,00:00:00.000000,02:30:00.000000,02:00:00.000000,09:00:00.000000,11:30:00.000000
7567,2543,2026-01-04,2046,پلیسه گیری 4 عدد کویل ,69,29,00:30:00.000000,00:00:00.000000,07:45:00.000000,07:15:00.000000,07:45:00.000000,15:30:00.000000
7568,2509,2026-01-05,2029,بستن نوار پنبه 1 عدد,2123,2028,00:00:00.000000,00:00:00.000000,00:15:00.000000,00:15:00.000000,07:40:00.000000,07:55:00.000000
7569,2509,2026-01-05,2029,عایق بندی کویل 6عدد,2123,2028,00:30:00.000000,00:00:00.000000,05:00:00.000000,04:30:00.000000,08:00:00.000000,13:00:00.000000
7570,2509,2026-01-05,2029,چک کردن کویل-14 عدد عایق کردن شفت ,2123,2028,00:00:00.000000,00:00:00.000000,01:30:00.000000,01:30:00.000000,13:00:00.000000,14:30:00.000000
7571,2509,2026-01-05,2029,پلیسه گیری و رفع اتصال 1عدد,2123,2028,00:00:00.000000,00:30:00.000000,03:00:00.000000,02:30:00.000000,14:30:00.000000,17:30:00.000000
7572,2543,2026-01-05,2030,دمونتاژ ترانس ادامه کار در اوردن بوبین از روی هسته انجام شد. تخلیه هسته انجام شد.عیب یابی زدگی-ذوب شدگی بوبین فشار ضعیف انجام شد.,2123,2028,00:30:00.000000,00:30:00.000000,11:45:00.000000,10:45:00.000000,07:45:00.000000,19:30:00.000000
7573,2535,2026-01-05,2032,باز کردن رینگ و جوشکاری سرسیم ها و عایق بندی رینگ,2123,2028,00:30:00.000000,00:30:00.000000,10:20:00.000000,09:20:00.000000,07:40:00.000000,18:00:00.000000
7574,2543,2026-01-05,2033,همکاری با خلیل جهت در اوردن بوبین ها و جابجایی و مونتاژ کردن ترانس,2123,2028,00:30:00.000000,00:30:00.000000,11:40:00.000000,10:40:00.000000,07:50:00.000000,19:30:00.000000
7575,2502,2026-01-05,2034,مونتاژ غرب استیل تست,2123,2028,00:30:00.000000,00:00:00.000000,03:20:00.000000,02:50:00.000000,09:40:00.000000,13:00:00.000000
7576,2502,2026-01-05,2034,مونتاژ الکتروموتور معدن,2123,2028,00:00:00.000000,00:00:00.000000,00:40:00.000000,00:40:00.000000,17:00:00.000000,17:40:00.000000
7577,2523,2026-01-05,2034,بستن تخته کلمپ,2123,2028,00:00:00.000000,00:00:00.000000,01:00:00.000000,01:00:00.000000,16:00:00.000000,17:00:00.000000
7578,2517,2026-01-05,2035,"نخ بندی و بستن تخته کلمپ و نگهداری کابل ها و لحیم کاری کابلشو و زدن لاک و تمیزکاری و جابجایی و گذاشتن رتور داخل استاتور-رسیدگی به کارهای انبار

سفارش دادن عایق های بین فاز و روی شیار و روشن کردن تکلیف سیم ها و پیچیدن 1 عدد کلاف نمونه و جایگذاری 1 عدد کلاف و پیچیدن 9 عدد کلاف و پرکردن مستندات ",2123,2028,00:30:00.000000,00:30:00.000000,10:15:00.000000,09:15:00.000000,07:45:00.000000,18:00:00.000000
7579,2534,2026-01-05,2039,جایگذاری کویل و عایق کاری و پلیسه گیری بافت از 8 بافت 5 عدد پلیسه گیری و عایق کاری,2123,2028,00:30:00.000000,00:30:00.000000,10:20:00.000000,09:20:00.000000,07:40:00.000000,18:00:00.000000
7580,2517,2026-01-05,2039,نقاشی الکتروموتور و چرخاندن در کاسه جلو,2123,2028,00:00:00.000000,00:00:00.000000,01:20:00.000000,01:20:00.000000,18:10:00.000000,19:30:00.000000
7581,2510,2026-01-05,2040,نخ بندی ته الستوم,2123,2028,00:30:00.000000,00:00:00.000000,01:15:00.000000,00:45:00.000000,09:45:00.000000,11:00:00.000000
7582,2510,2026-01-05,2040,گوه گذاری های پیشانی کویل ها,2123,2028,00:00:00.000000,00:00:00.000000,01:00:00.000000,01:00:00.000000,12:00:00.000000,13:00:00.000000
7583,2510,2026-01-06,2040,چرخاندن الستوم و تخلیه 2 عدد کویل,2123,2028,00:00:00.000000,00:30:00.000000,04:30:00.000000,04:00:00.000000,13:00:00.000000,17:30:00.000000
7584,2500,2026-01-05,3047,تمیزکاری و پلیسه گیری داخل هسته- تمیزکاری بیرون- گرفتن 2 بار تست فوکو تورق دو عدد شیار ,2123,2028,00:30:00.000000,00:00:00.000000,07:45:00.000000,07:15:00.000000,07:45:00.000000,15:30:00.000000
7585,2520,2026-01-05,3047,کمک به اقای شاکری برای جایگذاری یک عدد کلاف و تقسیم سیم برای پیچیدن کلاف,2123,2028,00:00:00.000000,00:30:00.000000,02:15:00.000000,01:45:00.000000,15:30:00.000000,17:45:00.000000
7586,2520,2026-01-05,2041,برش و اندازه گیری عایق بین شیار 72 عدد و 72 عدد عایق روی شیار - برش عایق و اندازه گیری 72 عدد و 30 عدد تا زدن ,2123,2028,00:00:00.000000,00:30:00.000000,05:05:00.000000,04:35:00.000000,12:30:00.000000,17:35:00.000000
7587,2534,2026-01-05,2042,جایگذاری 5 عدد کویل ,2123,2028,00:30:00.000000,00:00:00.000000,03:00:00.000000,02:30:00.000000,08:00:00.000000,11:00:00.000000
7588,2534,2026-01-05,2042,جایگذرای کویل,2123,2028,00:00:00.000000,00:30:00.000000,04:00:00.000000,03:30:00.000000,13:30:00.000000,17:30:00.000000
7589,2534,2026-01-05,2043,بستن نوار پنبه-عایق بندی پل 1-4   9 عدد,2123,2028,00:30:00.000000,00:00:00.000000,03:15:00.000000,02:45:00.000000,07:45:00.000000,11:00:00.000000
7590,2509,2026-01-05,2043,عایق بندی کویل الستوم 4 عدد,2123,2028,00:00:00.000000,00:00:00.000000,03:15:00.000000,03:15:00.000000,11:00:00.000000,14:15:00.000000
7591,2509,2026-01-05,2043,پلیسه گیری کویل الستوم 1 عدد,2123,2028,00:00:00.000000,00:30:00.000000,03:15:00.000000,02:45:00.000000,14:15:00.000000,17:30:00.000000
7592,2387,2026-01-05,2044,ادامه کار جوش تراش رتور,2123,2028,00:30:00.000000,00:00:00.000000,04:00:00.000000,03:30:00.000000,07:30:00.000000,11:30:00.000000
7593,2502,2026-01-05,2044,سوراخ کاری نگهدارنده  پایه جاذغالی,2123,2028,00:00:00.000000,00:30:00.000000,06:00:00.000000,05:30:00.000000,11:30:00.000000,17:30:00.000000
7594,2534,2026-01-06,2045,بازکردن 2عدد نوار پنبه ای کویل ,2123,2028,00:00:00.000000,00:00:00.000000,00:10:00.000000,00:10:00.000000,07:50:00.000000,08:00:00.000000
7595,2509,2026-01-05,2045,عایق بندی 7 عدد کویل ,2123,2028,00:30:00.000000,00:00:00.000000,06:00:00.000000,05:30:00.000000,08:00:00.000000,14:00:00.000000
7596,2509,2026-01-05,2045,فلاپی زدن سرسیم 8 عدد کویل,2123,2028,00:00:00.000000,00:00:00.000000,00:20:00.000000,00:20:00.000000,14:05:00.000000,14:25:00.000000
7597,2509,2026-01-05,2045,پلیسه گیری 1 عدد کویل,2123,2028,00:00:00.000000,00:30:00.000000,03:00:00.000000,02:30:00.000000,14:30:00.000000,17:30:00.000000
7598,2498,2026-01-05,3049,اصلاح اندازه سرکابل های خروجی 6 عدد وصل کردن کابلشو پرچ ,2123,2028,00:30:00.000000,00:00:00.000000,01:30:00.000000,01:00:00.000000,09:30:00.000000,11:00:00.000000
7599,2498,2026-01-05,3049,لحیم کاری و وصل و تست کردن روی رینگ و شماره گذاری انها -چک کردن جوشکاری و بادگیری و رنگ امیزی رتور,2123,2028,00:00:00.000000,00:30:00.000000,05:00:00.000000,04:30:00.000000,13:30:00.000000,18:30:00.000000
7600,2535,2026-01-06,2029,پوست گیری 2 عدد کویل و پلیسه گیری 1 عدد کویل ,69,29,00:30:00.000000,00:00:00.000000,03:05:00.000000,02:35:00.000000,07:40:00.000000,10:45:00.000000
7601,2509,2026-01-06,2029,بستن نوار پنبه ای 2 عدد پلیسه گیری 1 عدد و چک کردن کویل 8 عدد و سرچ زدن 22 عدد ,69,29,00:00:00.000000,00:00:00.000000,03:15:00.000000,03:15:00.000000,10:45:00.000000,14:00:00.000000
7602,2534,2026-01-06,2029,عایق بندی گروه بندی ,69,29,00:00:00.000000,00:00:00.000000,05:15:00.000000,05:15:00.000000,15:10:00.000000,20:25:00.000000
7603,2543,2026-01-06,2030,شستشوی بوبین ها 9 عدد با روغن و بنزین پلیسه گیری هسته ها باز کردن کنسرواتور جابجایی بوبین ها و داخل اوردن بوبین ها شستشوی هسته طی چند مرحله ,69,29,00:30:00.000000,00:30:00.000000,12:45:00.000000,11:45:00.000000,07:45:00.000000,20:30:00.000000
7605,2535,2026-01-06,2032,تمام کار کردن رینگ الستوم ,69,29,00:00:00.000000,00:00:00.000000,01:20:00.000000,01:20:00.000000,07:40:00.000000,09:00:00.000000
7606,2534,2026-01-06,2032,باز کردن و عایق بندی رینگ الستوم,69,29,00:30:00.000000,00:30:00.000000,09:40:00.000000,08:40:00.000000,09:00:00.000000,18:40:00.000000
7607,2534,2026-01-06,2033,شستشو کردن پرس ها و شستن هسته ها و مخزن کنسرواتور ,69,29,00:30:00.000000,00:30:00.000000,12:25:00.000000,11:25:00.000000,07:50:00.000000,20:15:00.000000
7608,2502,2026-01-06,2034,دراوردن بلبرینگ و تمیز کاری و مونتاژ ,69,29,00:30:00.000000,00:00:00.000000,03:00:00.000000,02:30:00.000000,08:00:00.000000,11:00:00.000000
7609,2498,2026-01-06,2034,جابجایی روتور برای مونتاژ ,69,29,00:00:00.000000,00:00:00.000000,01:00:00.000000,01:00:00.000000,11:00:00.000000,12:00:00.000000
7610,2517,2026-01-06,2034,بستن پروانه الکتروموتور ,69,29,00:00:00.000000,00:00:00.000000,03:30:00.000000,03:30:00.000000,13:00:00.000000,16:30:00.000000
7611,2520,2026-01-06,2035,تقسیم سیم و پیچیدن 8 عدد کلاف و جای گذاری 7 عدد کلاف سفارشی عایق بین فاز و پیشانی ,69,29,00:30:00.000000,00:30:00.000000,11:05:00.000000,10:05:00.000000,07:45:00.000000,18:50:00.000000
7612,2535,2026-01-06,2038,شستشوی پوسته الستوم 6 عدد ,69,29,00:00:00.000000,00:00:00.000000,01:20:00.000000,01:20:00.000000,07:40:00.000000,09:00:00.000000
7613,2543,2026-01-06,2038,شستشوی قطعات ترانس,69,29,00:30:00.000000,00:00:00.000000,03:00:00.000000,02:30:00.000000,09:00:00.000000,12:00:00.000000
7614,2502,2026-01-06,2038,رنگ امیزی الکتروموتور و بستن درب های تخته کلم,69,29,00:30:00.000000,00:30:00.000000,02:00:00.000000,01:00:00.000000,12:00:00.000000,14:00:00.000000
7615,2523,2026-01-06,2038,رنگ امیزی الکتروموتور ,69,29,00:00:00.000000,00:00:00.000000,01:30:00.000000,01:30:00.000000,14:00:00.000000,15:30:00.000000
7616,2522,2026-01-06,2038,رنگ امیزی الکتروموتور ,69,29,00:00:00.000000,00:00:00.000000,01:00:00.000000,01:00:00.000000,14:00:00.000000,15:00:00.000000
7617,2520,2026-01-06,2041,تا کردن عایق بین شیار و روی شیار برش عایق برای بین فاز پیشانی 4 عدد ,69,29,00:30:00.000000,00:00:00.000000,06:35:00.000000,06:05:00.000000,07:45:00.000000,14:20:00.000000
7618,2535,2026-01-06,2040,جابجایی الستوم تخلیه 2کویل ,69,29,00:00:00.000000,00:00:00.000000,00:45:00.000000,00:45:00.000000,07:35:00.000000,08:20:00.000000
7619,2505,2026-01-06,2040,رزین کاری یک طرف الستوم و سیلیکون زدن تخته کلم ,69,29,00:00:00.000000,00:00:00.000000,02:30:00.000000,02:30:00.000000,10:30:00.000000,13:00:00.000000
7620,2500,2026-01-06,3047,تمیز کاری هسته رنگ امیزی و تست فوکو ,69,29,00:30:00.000000,00:30:00.000000,08:35:00.000000,07:35:00.000000,07:40:00.000000,16:15:00.000000
7621,2520,2026-01-06,3047,جای گذاری 7 عدد کلاف ,69,29,00:00:00.000000,00:00:00.000000,06:45:00.000000,06:45:00.000000,09:30:00.000000,16:15:00.000000
7622,2534,2026-01-06,2039,عایق بندی بافت و جوشکاری سربندی و چرخاندن و جابجایی و عایق بندی سربندی ,69,29,00:30:00.000000,00:30:00.000000,12:20:00.000000,11:20:00.000000,07:40:00.000000,20:00:00.000000
7623,2535,2026-01-06,2042,در اوردن الستوم از کوره و تخلیه 2 عدد کویل و در اوردن رینگ و تمیز کاری نخ بندی در اوردن و تمیز کردن 18 عدد پل ,69,29,00:30:00.000000,00:30:00.000000,08:15:00.000000,07:15:00.000000,07:45:00.000000,16:00:00.000000
7624,2535,2026-01-06,2043,پوست گیری کویل 2 عدد ,69,29,00:00:00.000000,00:00:00.000000,01:00:00.000000,01:00:00.000000,07:45:00.000000,08:45:00.000000
7625,2509,2026-01-06,2043,پلیسه گیری کویل الستوم 3 عدد ,69,29,00:30:00.000000,00:30:00.000000,07:30:00.000000,06:30:00.000000,08:45:00.000000,16:15:00.000000
7626,2509,2026-01-06,2045,پلیسه گیری 3 عدد کویل ,69,29,00:30:00.000000,00:30:00.000000,08:30:00.000000,07:30:00.000000,07:45:00.000000,16:15:00.000000
7627,2543,2026-01-07,4052,پلیسه گیری هسته ,69,29,00:30:00.000000,00:30:00.000000,06:15:00.000000,05:15:00.000000,07:45:00.000000,14:00:00.000000
7628,2496,2026-01-06,3049,در اوردن یک عدد قطب و در اوردن 1.2 قطب شماره 2,69,29,00:30:00.000000,00:30:00.000000,09:00:00.000000,08:00:00.000000,09:00:00.000000,18:00:00.000000
7629,2509,2026-01-07,2029,عایق بندی سرسیم کویل ها 12 عدد,2123,2028,00:30:00.000000,00:00:00.000000,03:45:00.000000,03:15:00.000000,07:45:00.000000,11:30:00.000000
7630,2509,2026-01-07,2029,عایق بندی 1 عدد کویل ,2123,2028,00:00:00.000000,00:00:00.000000,00:45:00.000000,00:45:00.000000,11:30:00.000000,12:15:00.000000
7631,2534,2026-01-07,2029,عایق بندی 1 عدد پل 1 به 4 ,2123,2028,00:00:00.000000,00:00:00.000000,00:15:00.000000,00:15:00.000000,14:30:00.000000,14:45:00.000000
7632,2496,2026-01-07,2031,همکاری با اقای گرزین جهت در اوردن قطب رتور ژنراتور,2123,2028,00:00:00.000000,00:30:00.000000,07:00:00.000000,06:30:00.000000,10:30:00.000000,17:30:00.000000
7633,2534,2026-01-07,2032,جمع کردن رینگ الستوم تمام کار,2123,2028,00:00:00.000000,00:00:00.000000,01:20:00.000000,01:20:00.000000,07:40:00.000000,09:00:00.000000
7634,2535,2026-01-07,2032,جوشکاری 2 عدد کویل الستوم,2123,2028,00:30:00.000000,00:00:00.000000,06:30:00.000000,06:00:00.000000,09:00:00.000000,15:30:00.000000
7635,2520,2026-01-07,2032,جایگذاری 1 عدد کلاف الکتروموتور,2123,2028,00:00:00.000000,00:00:00.000000,01:00:00.000000,01:00:00.000000,16:00:00.000000,17:00:00.000000
7636,2543,2026-01-08,2033,شستشو کردن و پلیسه گیری و تمیزکاری  تخلیه روغن,2123,2028,00:30:00.000000,00:00:00.000000,07:40:00.000000,07:10:00.000000,07:50:00.000000,15:30:00.000000
7637,2498,2026-01-07,2034,,2123,2028,00:00:00.000000,00:30:00.000000,14:50:00.000000,14:20:00.000000,08:00:00.000000,22:50:00.000000
7638,2543,2026-01-07,2033,جایگذاری بوبین ها,2123,2028,00:00:00.000000,00:30:00.000000,08:20:00.000000,07:50:00.000000,10:00:00.000000,18:20:00.000000
7639,2520,2026-01-07,2035,جایگذاری 2 عدد کلاف با اقای شاهی,2123,2028,00:00:00.000000,00:00:00.000000,01:55:00.000000,01:55:00.000000,07:45:00.000000,09:40:00.000000
7640,2523,2026-01-07,2038,رنگ امیزی الکتروموتور,2123,2028,00:00:00.000000,00:00:00.000000,01:00:00.000000,01:00:00.000000,11:00:00.000000,12:00:00.000000
7641,2530,2026-01-07,2038,شستشوی استاتور ,2123,2028,00:00:00.000000,00:00:00.000000,01:30:00.000000,01:30:00.000000,14:00:00.000000,15:30:00.000000
7642,2510,2026-01-07,2038,تمیزکاری پوسته الستوم ,2123,2028,00:00:00.000000,00:00:00.000000,01:30:00.000000,01:30:00.000000,08:00:00.000000,09:30:00.000000
7643,2534,2026-01-08,2039,نصب پل 1 به 4 و جوشکاری پل و گرفتن تست جوش و جابجایی الستوم و گذاشتن داخل کوره و دراوردن از کوره و عایق کاری پل ها ,2123,2028,00:30:00.000000,00:30:00.000000,09:50:00.000000,08:50:00.000000,07:40:00.000000,17:30:00.000000
7644,2509,2026-01-07,2039,تمیزکاری هسته,2123,2028,00:00:00.000000,00:00:00.000000,02:00:00.000000,02:00:00.000000,12:55:00.000000,14:55:00.000000
7645,2528,2026-01-07,2040,بازکردن عایق های رینگ -نخ بندی و جوش ها جهت در اوردن رینگ و خارج کردن گوه های بین شیار 11 عدد,2123,2028,00:30:00.000000,00:30:00.000000,06:30:00.000000,05:30:00.000000,10:30:00.000000,17:00:00.000000
7646,2520,2026-01-07,3047,جایگذاری 2 کلاف با اقای شاکری,2123,2028,00:00:00.000000,00:00:00.000000,01:55:00.000000,01:55:00.000000,07:45:00.000000,09:40:00.000000
7647,2509,2026-01-07,2041,پلیسه گیری و رفع اتصال ,2123,2028,00:00:00.000000,00:00:00.000000,01:33:00.000000,01:33:00.000000,07:47:00.000000,09:20:00.000000
7648,2535,2026-01-07,2041,پیچیدن نوار پنبه ,2123,2028,00:00:00.000000,00:00:00.000000,01:05:00.000000,01:05:00.000000,16:25:00.000000,17:30:00.000000
7649,2535,2026-01-07,2042,بازکردن نخ بندی الستوم,2123,2028,00:00:00.000000,00:00:00.000000,01:00:00.000000,01:00:00.000000,11:00:00.000000,12:00:00.000000
7650,2535,2026-01-07,2042,تمیزکاری هسته,2123,2028,00:00:00.000000,00:30:00.000000,03:35:00.000000,03:05:00.000000,14:00:00.000000,17:35:00.000000
7651,2509,2026-01-07,2043,عایق بندی کویل الستوم 8 عدد 5 عدد بدون سرسیم 3 عدد کامل,2123,2028,00:30:00.000000,00:00:00.000000,06:15:00.000000,05:45:00.000000,07:45:00.000000,14:00:00.000000
7652,2509,2026-01-07,2045,عایق بندی 6 عدد کویل 3 عدد کویل بدون سرسیم ,2123,2028,00:30:00.000000,00:00:00.000000,04:20:00.000000,03:50:00.000000,07:50:00.000000,12:10:00.000000
7653,2535,2026-01-07,2045,باز کردن 3 عدد نوار پنبه ای,2123,2028,00:00:00.000000,00:00:00.000000,00:15:00.000000,00:15:00.000000,12:25:00.000000,12:40:00.000000
7654,2535,2026-01-07,2045,پلیسه گیری 1 عدد کویل ,2123,2028,00:00:00.000000,00:00:00.000000,02:15:00.000000,02:15:00.000000,13:15:00.000000,15:30:00.000000
7655,2510,2026-01-07,2045,پلیسه گیری 1 عدد کویل ,2123,2028,00:00:00.000000,00:00:00.000000,01:30:00.000000,01:30:00.000000,16:00:00.000000,17:30:00.000000
7656,2509,2026-01-07,2046,عایق بندی کویل 7 عدد - 4عدد بدون سرسیم ,2123,2028,00:30:00.000000,00:00:00.000000,05:35:00.000000,05:05:00.000000,07:45:00.000000,13:20:00.000000
7657,2535,2026-01-07,2046,پلیسه گیری 1 عدد,2123,2028,00:00:00.000000,00:00:00.000000,02:00:00.000000,02:00:00.000000,13:30:00.000000,15:30:00.000000
7658,2534,2026-01-07,2029,عایق بندی و سربندی موتور ,2123,2028,00:00:00.000000,00:30:00.000000,02:50:00.000000,02:20:00.000000,14:45:00.000000,17:35:00.000000
8620,2534,2026-01-08,2029,عایق بندی سربندی الکتروموتور,69,29,00:30:00.000000,00:00:00.000000,06:15:00.000000,05:45:00.000000,07:45:00.000000,14:00:00.000000
8621,2543,2026-01-08,2030,,69,29,00:00:00.000000,00:30:00.000000,08:00:00.000000,07:30:00.000000,11:50:00.000000,19:50:00.000000
8622,2543,2026-01-08,2030,جابجایی هسته ها جای گذاری هسته ها دو ردیف با هکاری اقای کاووسی جهت افقی کردن پوسته و جوشکاری ان ,69,29,00:00:00.000000,00:30:00.000000,08:00:00.000000,07:30:00.000000,11:50:00.000000,19:50:00.000000
8623,2496,2026-01-08,2031,دراوردن قطب ارمیچر ,69,29,00:30:00.000000,00:00:00.000000,05:20:00.000000,04:50:00.000000,07:40:00.000000,13:00:00.000000
8624,2528,2026-01-08,2032,تخلیه 3 عدد کویل الستوم ,69,29,00:00:00.000000,00:00:00.000000,02:20:00.000000,02:20:00.000000,07:40:00.000000,10:00:00.000000
8625,2509,2026-01-08,2032,جوشکاری کویل های ذوب شده 3 عدد,69,29,00:00:00.000000,00:00:00.000000,03:30:00.000000,03:30:00.000000,10:30:00.000000,14:00:00.000000
8626,2543,2026-01-08,2033,همکاری جهت جای گذاری هسته ها ,69,29,00:30:00.000000,00:00:00.000000,04:55:00.000000,04:25:00.000000,07:55:00.000000,12:50:00.000000
8627,2510,2026-01-08,2033,رنگ امیزی الستوم ,69,29,00:00:00.000000,00:00:00.000000,01:15:00.000000,01:15:00.000000,12:50:00.000000,14:05:00.000000
8628,2498,2026-01-08,2034,بستن جا ذغالی الکتروموتور ,69,29,00:00:00.000000,00:00:00.000000,02:00:00.000000,02:00:00.000000,08:00:00.000000,10:00:00.000000
8629,2387,2026-01-08,2034,مونتناژ الکتروموتور ,69,29,00:00:00.000000,00:00:00.000000,03:40:00.000000,03:40:00.000000,10:30:00.000000,14:10:00.000000
8630,2534,2026-01-08,2039,جای گذاری رینگ و جوشکاری بین فاز و ستاره و زدن های پاد و بین فاز و بستن تخته کلم و برش عایق زیر تخته کلم ,69,29,00:30:00.000000,00:00:00.000000,06:10:00.000000,05:40:00.000000,07:40:00.000000,13:50:00.000000
8631,2528,2026-01-11,2040,جابجایی الستوم و تخلیه 3 عدد کویل و تست در اوردن رینگ اضافی و نخ بندی قسمت ته الستوم ,69,29,00:00:00.000000,00:00:00.000000,02:00:00.000000,02:00:00.000000,08:00:00.000000,10:00:00.000000
8632,2387,2026-01-08,3047,همکاری با اقای مستخدمی در مونتاژ الکتروموتور ,69,29,00:30:00.000000,00:00:00.000000,06:35:00.000000,06:05:00.000000,07:40:00.000000,14:15:00.000000
8633,2535,2026-01-08,2042,تمیز کاری هسته 4 عدد و تمیز کاری پیچ بریده قلاویز کاری پیچ و تست فوکو ,69,29,00:30:00.000000,00:00:00.000000,05:00:00.000000,04:30:00.000000,08:00:00.000000,13:00:00.000000
8634,2538,2026-01-08,2043,پوست گیری کویل الستوم پلیسه گیری و رفع اتصال کویل ,69,29,00:30:00.000000,00:00:00.000000,06:15:00.000000,05:45:00.000000,07:45:00.000000,14:00:00.000000
8635,2543,2026-01-08,2045,پوست گیری 2 عدد کویل ,69,29,00:00:00.000000,00:00:00.000000,00:30:00.000000,00:30:00.000000,07:45:00.000000,08:15:00.000000
8636,2543,2026-01-08,4052,پلیسه گیری هسته,69,29,00:30:00.000000,00:00:00.000000,06:30:00.000000,06:00:00.000000,07:30:00.000000,14:00:00.000000
8637,2496,2026-01-08,3049,دراوردن 3 عدد قطب ,69,29,00:30:00.000000,00:00:00.000000,06:15:00.000000,05:45:00.000000,07:45:00.000000,14:00:00.000000
8638,2543,2026-01-08,3049,اماده کردن ئو عدد میل ترانس 35 cm و تراشیدن انها جهت فیکسچر هسته چینی ترانس,69,29,00:00:00.000000,00:00:00.000000,01:20:00.000000,01:20:00.000000,14:00:00.000000,15:20:00.000000
8640,2510,2026-01-09,2033,رنگ امیزی و تمیز کاری و جابجایی ,69,29,00:30:00.000000,00:00:00.000000,03:30:00.000000,03:00:00.000000,09:00:00.000000,12:30:00.000000
8641,2498,2026-01-09,2033,رنگ امیزی و تمیز کاری و جابجایی ,69,29,00:00:00.000000,00:00:00.000000,01:30:00.000000,01:30:00.000000,12:30:00.000000,14:00:00.000000
8642,2543,2026-01-09,2033,رنگ امیزی و تمیز کاری و جابجایی ,69,29,00:00:00.000000,00:00:00.000000,01:30:00.000000,01:30:00.000000,14:00:00.000000,15:30:00.000000
8643,2387,2026-01-09,2033,رنگ امیزی و تمیز کاری و جابجایی ,69,29,00:00:00.000000,00:00:00.000000,01:30:00.000000,01:30:00.000000,16:00:00.000000,17:30:00.000000
8644,2534,2026-01-09,2039,نخ بندی سر و ته الستوم و گوه گذاری و رزین کاری و جابجایی ,69,29,00:30:00.000000,00:00:00.000000,05:30:00.000000,05:00:00.000000,09:30:00.000000,15:00:00.000000
8645,2543,2026-01-09,2039,تمیز کاری پوسته مخزن و جوشکاری روی پوسته ترانس و جابجایی ,69,29,00:00:00.000000,00:30:00.000000,02:50:00.000000,02:20:00.000000,15:00:00.000000,17:50:00.000000
8646,2498,2026-01-09,3049,عایق بندی سر کابلها و قرار دادن عایق داخل شفت و بین سر کابلها و وصل کردن کابلهای روتور به اسلیپ رینگ ,69,29,00:00:00.000000,00:00:00.000000,03:00:00.000000,03:00:00.000000,15:30:00.000000,18:30:00.000000
8647,2543,2026-01-09,3049,همکاری جهت جابجایی مخزن تذانس و درپوش انها ,69,29,00:00:00.000000,00:00:00.000000,01:00:00.000000,01:00:00.000000,18:30:00.000000,19:30:00.000000
8648,2535,2026-01-10,2029,چک کردن کویل ها 29 عدد ,69,29,00:00:00.000000,00:00:00.000000,01:15:00.000000,01:15:00.000000,12:15:00.000000,13:30:00.000000
8649,2509,2026-01-10,2029,سرچ کویل ها 29 عدد ,69,29,00:00:00.000000,00:30:00.000000,02:45:00.000000,02:15:00.000000,13:30:00.000000,16:15:00.000000
8650,2543,2026-01-10,2030,ادامه کار ترانس عایق کاری 4 عدد پیچ پایین ناودونی و رفع اتصال پیچ ها عایق بندی پیچ ها ,69,29,00:00:00.000000,00:30:00.000000,09:00:00.000000,08:30:00.000000,10:30:00.000000,19:30:00.000000
8651,2543,2026-01-10,2033,تمیز کاری پوسته ادامه کار مونتاژ کردن ترانس با همکاری با اقای ناظری,69,29,00:30:00.000000,00:30:00.000000,08:50:00.000000,07:50:00.000000,07:55:00.000000,16:45:00.000000
8652,2535,2026-01-10,2039,زدن تست سرچ و های پاد و میگر ,69,29,00:30:00.000000,00:00:00.000000,02:15:00.000000,01:45:00.000000,08:55:00.000000,11:10:00.000000
8653,2510,2026-01-10,2039,تمیز کردن پوسته الستوم و رنگ امیزی اخرا و لکه گیری ,69,29,00:00:00.000000,00:00:00.000000,02:00:00.000000,02:00:00.000000,12:20:00.000000,14:20:00.000000
8654,2534,2026-01-10,2039,تمیز کردن پوسته الستوم و رنگ امیزی هسته و لکه گیری ,69,29,00:00:00.000000,00:00:00.000000,02:10:00.000000,02:10:00.000000,14:20:00.000000,16:30:00.000000
8655,2528,2026-01-11,2040,دراوردن رینگ و نخ های اضافی و تمیز کاری هسته انجام تست سرچ و های پاد و فوکو جوشکاری سر سیم های دو عدد کویل ,69,29,00:30:00.000000,00:00:00.000000,08:30:00.000000,08:00:00.000000,08:00:00.000000,16:30:00.000000
8656,2541,2026-01-10,3047,دمونتاژ الکتروموتور ,69,29,00:00:00.000000,00:00:00.000000,02:20:00.000000,02:20:00.000000,07:40:00.000000,10:00:00.000000
8657,2542,2026-01-10,3047,دمونتاژ الکتروموتور ,69,29,00:30:00.000000,00:00:00.000000,03:00:00.000000,02:30:00.000000,10:00:00.000000,13:00:00.000000
8658,2538,2026-01-10,3047,در اوردن بلبرینگ و خارج کردن شفت ,69,29,00:00:00.000000,00:00:00.000000,02:20:00.000000,02:20:00.000000,14:00:00.000000,16:20:00.000000
8659,2528,2026-01-10,2041,برش عایق بین شیار 44 عدد ,69,29,00:00:00.000000,00:00:00.000000,01:26:00.000000,01:26:00.000000,07:44:00.000000,09:10:00.000000
