ProjectCode,Employer,NameProject,SerialNumber,DateMovaqatExit,GhabzExit,FactorNumber,FactorType,KarshenasiAvalie,ReceiverProject,DeliveryDate,FileDate,Description,Id,DateVorod,DateKhoroj,SematId,UserId,DateSabtPoroje,DateNiazMoshtari,IsPoshe
2048,1,"الکتروموتور 7/5KW
1400دور",,,,384-385,5,سیم پیچی,بیزه,,,,1075,2023-08-21,2023-08-29,,,,,False
2049,1,ترانس گان هوایی سبز 38/27 kw,,,,,,عودت,,,,,1076,2023-08-21,2023-08-29,,,,,False
2050,1,"الکتروموتور 7/5KW
1400دور",,,,3296,8,اورهال,,,,,1077,2023-08-21,2023-08-22,,,,,False
2051,1,الکتروموتور 315-990 دور KW,,,,403,5,تعویض شفت + سیم پیچی,بیزه,,,,1078,2023-08-22,2023-10-15,,,,,False
2052,1,الکتروموتور 5500 KW,,,,458-459-460,5,اورهال,,,,اورهال در محل در اسفند 1402,1079,2023-08-22,2023-09-05,,,,,False
2053,1,الکتروموتور 3kw 1400دور,,,,386-387,5,سیم پیچی,ریاحی,,,,1080,2023-08-29,2023-09-12,,,,,False
2054,1,"الکتروموتور 1410kw
10-650دور",,,,396,5,اورهال,جوان,,,,1081,2023-08-30,2023-10-14,,,,,False
2055,1,"ژنراتور اصلی و کمکی
هیتاچی",,,,389,5,اورهال,جوان,,,,1082,2023-08-31,2023-09-24,,,,,False
2056,1,گان هوایی مشکی 150kav,,,,391-392,5,سیم پیچی,,,,,1083,2023-09-12,2023-10-11,,,,,False
2057,1,الکتروموتور 30KW 2800دور,,,,383,5,سیم پیچی, بیزه,,,,1084,2023-09-12,2023-09-18,,,,,False
2058,1,الکتروموتور22kw 1400دور,,,,408,5,اورهال,ریاحی,,,,1085,2023-09-21,2023-09-23,,,,,False
2059,1,پمپ کمپروسر,,,,388,5,سیم پیچی,ریاحی,,,,1086,2023-09-26,2023-09-30,,,,,False
2060,1,الکتروموتور160kw AC 1500 دور,,,,401,5,سیم پیچی,مستخدمی,,,,1087,2023-09-29,2023-10-11,,,,,False
2061,1,"الکتروموتور110kw
1500دور",,,,404,5,سیم پیچی کامل,ریاحی,,,,1088,2023-10-06,2023-10-26,,,,,False
2062,1,"الکتروموتور گیربکس3 kw
1480 دور",,,,409,5,سیم پیچی کامل, شاکری,,,,1089,2023-10-09,2023-10-18,,,,,False
2063,1,گان هوایی مشکی 150kav,,,,411-412,5,سیم پیچی,ریاحی,,,,1090,2023-10-11,2023-10-13,,,,,False
23,1,گان هوایی مشکی 150kva,,,,,,برگشتی,,,,,1091,2023-10-14,2023-10-30,,,,,False
24,1,گان هوایی مشکی150kva,,,,,,برگشتی,,,,,1092,2023-10-14,2023-11-01,,,,,False
2064,1,گان  هوایی 150 kva,,,,415-416,5,سیم پیچی,,,,,1093,2023-10-14,2023-11-15,,,,,False
2065,1,استاتور اکسیژن 165kw,,,,407,5,سیم پیچی,شاکری,,,,1094,2023-10-15,2023-11-04,,,,,False
2066,1,استاتور اکسیژن  165kw,,,,407,5,اورهال,مستخدمی,,,,1095,2023-10-15,2023-11-04,,,,,False
2067,1,گان هوایی سبز,,,,,,عودت,,,,,1096,2023-10-23,2023-10-24,,,,,False
2068,1,الکتروموتور315kw,,,,"417-418
475-476",5,سیم پیچی,شاکری,,,,1097,2023-10-23,2024-04-28,,,,,False
2069,1,الکترو موتور1000kw,,,48575,425,5,سرویس اورهال,,,,,1098,2023-10-24,2023-11-29,,,,,False
2070,1,اکسیژن 200kw,,,,,,عودت,,,,,1099,2023-10-25,2023-11-05,,,,,False
2071,1,اکسیژن 200kw,,,,0806,8,سرویس اورهال,,,,,1100,2023-10-25,2023-11-05,,,,,False
2072,1,الکترو موتور 5/5 تن,,,48589,430-431,5,سیم پیچی,گرزین,,,,1101,2023-10-28,2024-01-01,,,,,False
2073,1,گان هوایی100kva,,,,413-414,5,سیم پیچی,,,,,1102,2023-10-29,2023-11-02,,,,,False
2074,1,آرمیچر 5/5 تن,,,,438,5,سیم پیچی,گرزین,,,,1103,2023-11-04,2024-01-14,,,,,False
2075,1,الکتروموتور7/5kw,,,48576,410,5,سیم پیچی کامل,,,,,1104,2023-11-07,2023-11-29,,,,,False
2076,1,الکتروموتور413kw DC,,,,419-420,5,سرویس اورهال,شاکری,,,,1105,2023-11-18,2023-11-27,,,,,False
2077,1,الکتروموتور 407KWDC,,,,422,5,سرویس اورهال,ناظری پور,,,,1106,2023-11-18,2023-11-28,,,,,False
2078,1,الکتروموتور 1250KW,,,,424,5,سرویس اورهال,مستخدمی,,,,1107,2023-11-18,2023-11-28,,,,,False
2079,1,کف کش 7.5KW,,,,453,5,سیم پیچی کامل,شاکری,,,,1108,2023-11-18,2023-11-18,,,,,False
2080,1,ترانس تحریک اکسیژن,,,48581,809,8,سرویس اورهال,شاکری,,,,1109,2023-11-20,2023-12-14,,,,,False
2081,1,ترانس تحریک اکسیژن,,,48581,809,8,سرویس اورهال,شاکری,,,,1110,2023-11-20,2023-12-14,,,,,False
2082,1,ترانس تحریک اکسیژن,,,48581,809,5,سرویس اورهال,شاکری,,,,1111,2023-11-20,2023-12-14,,,,,False
2083,1,الکتروموتور 680kw DC,,,,423,5,سرویس اورهال,جوان,,,,1112,2023-11-23,2023-11-28,,,,,False
2084,1,الکتروموتور 200kw DC,,,,421,5,سرویس اورهال,ریاحی,,,,1113,2023-11-23,2023-11-28,,,,,False
2085,1,الکتروموتور160KW,,,48582,427-428,5,سیم پیچی,بیزهء,,,,1114,2023-11-22,2023-12-16,,,,,False
2086,1,آرمیچر800KW DC,,,,,,سیم پیچی,مستخدمی,,,,1115,2023-11-27,2024-04-18,,,,,False
2087,1,آرمیچر800KW DC,,,,,,سیم پیچی,مستخدمی,,,,1116,2023-11-27,2024-04-18,,,,,False
2088,1,جرثقیل دماگ 12/5kw,,,48591,455-454,5,سرویس اورهال,شاکری,,,,1117,2023-12-02,2024-02-04,,,,,False
2089,1,جرثقیل دماگ  4kw,,,,429,5,سیم پیچی,شاکری,,,,1118,2023-12-03,2023-12-23,,,,,False
2090,1,تعداد 53قطب رتورالکتروموتور315kw,,,415805,839-840,8,سیم پیچی,بیزهء,,,فاکتور 474,1119,2023-11-27,2025-04-09,,,,,False
2091,1,ترانس1600kva,,,,426,5,اورهال,,,,انجام کار توسط علی اسکندر نژاد,1120,2023-12-09,2023-12-16,,,,,False
2092,1,الکتروموتور308kw,,,48587,,,,ناظری پور,,,,1121,2023-12-19,2023-12-27,,,,,False
25,1,مگنت گرم,,,48592,,,برگشتی,گرزین,,,,1122,2023-12-23,2024-01-13,,,,,False
2093,1,"الکتروموتور38kwو1450دور
5.6kwو215دور",,,,441,5,سیم پیچی فشار ضعیف,شاکری,,,,1123,2023-12-24,2024-01-22,,,,,False
2095,1,استاتور315kw,,,48593,,,سرویس اورهال,ریاحی,,,,1124,2023-12-25,2024-01-13,,,,,False
2094,1,روتور 200kw,,,,0823,8,سرویس اورهال,ریاحی,,,,1125,2023-12-25,2024-02-28,,,,,False
2096,1,سروو موتور,,,,,,سیم پیچی فشار ضعیف,جوان,,,عدم تایید کارفرما,1126,2023-12-26,2024-01-30,,,,,False
2097,1,سروو موتور2آمپرdc-مدلpk268-E2.0A,,,,,,سرویس اورهال,رحمت اللهی,,,عدم تایید کارفرما,1127,2023-12-26,2024-01-30,,,,,False
2098,1,الکتروموتور75kw,,,,440,5,سیم پیچی فشار ضعیف,بیزهء,,,,1128,2023-12-28,2024-01-16,,,,,False
2099,1,الکتروموتور75kw,,,,432,5,اورهال,بیزهء,,,,1129,2023-12-28,2024-01-01,,,,,False
2100,1,الکتروموتورفاز پمپ آب ,,,,432,5,اورهال,بیزهء,,,,1130,2023-12-28,2024-01-01,,,,,False
2101,1,ترانس رکتی فایر (دستگاه جوش),,,48595,444-445,5,ساخت,ریاحی,,,,1131,2024-01-09,2024-01-19,,,,,False
2102,1,ترانس رکتی فایر (دستگاه جوش),,,48595,444-445,5,ساخت,ریاحی,,,,1132,2024-01-09,2024-01-19,,,,,False
2103,1,ترانس رکتی فایر (دستگاه جوش),,,48595,444-445,5,ساخت,ریاحی,,,,1133,2024-01-09,2024-01-19,,,,,False
2104,1,الکتروموتور5/5 تن,,,48599,450-451,5,اورهال,مستخدمی,,,,1134,2024-01-01,2024-02-06,,,,,False
2105,1,الکتروموتور 30kw-دور 950,,,48596,442-443,5,سیم پیچی,گرزین,,,,1135,2024-01-16,2024-01-22,,,,,False
2106,1,الکتروموتور2/2KW,,,,0816,8,سیم پیچی,ریاحی,,,,1136,2024-01-21,2024-01-27,,,,,False
2107,1,مگنت,,,,446-447,5,سیم پیچی,گرزین,,,,1137,2024-01-22,2024-01-29,,,,,False
2108,1,مگنت,,,,446-447,5,سیم پیچی,گرزین,,,,1138,2024-01-22,2024-01-29,,,,,False
2109,1,مگنت,,,,446-447,5,سیم پیچی,گرزین,,,,1139,2024-01-22,2024-01-29,,,,,False
2110,1,"الکتروموتور 91kw
2440دور",,,,820,8,اورهال,گرزین,,,,1140,2024-01-25,2024-01-30,,,,,False
2111,1,استاتور آلستوم,,,,536,5,سیم پیچی,بیزهء,,,,1141,2024-01-27,2024-10-16,,,,,False
2112,1,استاتور آلستوم,,,,464,5,سیم پیچی,ریاحی,,,,1142,2024-01-27,2024-03-17,,,,,False
2113,1,الکتروموتور 45KW,,,,449,5,اورهال,رحمت اللهی,,,,1143,2024-01-28,2024-01-28,,,,,False
2114,1,موتورگیربکسی 3KW,,,,448,5,سیم پیچی,شاکری,,,,1144,2024-01-28,2024-02-18,,,,,False
2115,1,الکتروموتور4.5تن,,,,532-533,5,سیم پیچی,مستخدمی,,,,1145,2024-02-05,2024-10-10,,,,,False
2116,1,الکتروموتور4.5تن,,,,456-457,5,سیم پیچی,مستخدمی,,,,1146,2024-02-05,2024-03-04,,,,,False
2117,1,الکتروموتور4.5تن,,,,456-457,5,سیم پیچی,مستخدمی,,,,1147,2024-02-05,2024-03-04,,,,,False
2118,1,"الکتروموتور7.5kw
ولتاژ380 ولت مثلث 
جریان15.5آمپر",,,,452,5,سیم پیچی,رحمت اللهی,,,,1148,2024-02-05,2024-02-13,,,,,False
2119,1,نوردسیم وکپتون,,,,,,,,,,,1149,2024-02-10,2024-02-12,,,,,False
2120,1,"الکتروموتور1250-1676کیلووات
ولتاژ 380-2591آمپر",,,,485,5,سیم پیچی,جوان,,,,1150,2024-02-16,2024-06-01,,,,,False
2121,1,"الکتروموتور 1.5کیلووات 1400دور
380ولت",,,,0823,8,سیم پیچی,رحمت اللهی,,,,1151,2024-02-17,2024-03-03,,,,,False
2122,1,کلید اتومات,,,,470,5,,,,,,1152,2024-02-13,2024-02-20,,,,,False
2123,1,الکتروموتور 90kw,,,,0824,8,سیم پیپی,ریاحی,,,,1153,2024-02-28,2024-03-09,,,,,False
2124,1,الکتروموتور شراک,,,,462-466,5,سیم پیچی,رحمت اللهی,,,,1154,2024-02-28,2024-04-04,,,,,False
2125,1,الکتروموتور 75kw,,,,0822,8,,,,,,1155,2024-03-01,2024-03-01,,,,,False
2126,1,الکتروموتور 75kw,,,,0822,8,,,,,,1156,2024-03-01,2024-03-01,,,,,False
2127,1,الکتروموتور 1.5 kw,,,,826,8,سیم پیچی,شاکری,,,,1157,2024-03-03,2024-03-18,,,,,False
2128,1,الکتروموتور 4.5 تن,,,,500-501,5,سیم پیچی,ریاحی,,,,1158,2024-03-04,2024-06-30,,,,,False
2129,1,الکتروموتور 4.5 تن,,,,500-501,5,سیم پیچی,جوان,,,,1159,2024-03-04,2024-06-30,,,,,False
2130,1,الکتروموتور 4.5 تن,,,,494-495,5,سیم پیچی,ریاحی,,,,1160,2024-03-04,2024-06-08,,,,,False
2131,1,الکتروموتور 4.5 تن,,,,494-495,5,سیم پیچی,ریاحی,,,,1161,2024-03-04,2024-06-08,,,,,False
2132,1,آرمیچر 5.5 تن,,,,650-650,5,سیم پیچی,ریاحی,,,,1162,2024-03-04,2025-05-20,,,,,False
2133,1,"ترانس v6000-11000
2000KVA",,,415821,473,5,اورهال -رفع اتصال,ناظری پور,,,فاکتور473 باطل شد,1163,2024-03-02,2023-05-02,,,,,False
2134,1,ترانس 182 577A,,,415821,2770,8,اورهال,ناظری پور,,,,1164,2024-03-02,2023-05-02,,,,,False
2135,1,مگنت,,,,510,5,سیم پیچی,جوان,,,,1165,2024-03-11,2024-08-07,,,,,False
2136,1,مگنت,,,,510,5,سیم پیچی,جوان,,,,1166,2024-03-11,2024-08-07,,,,,False
2137,1,الکتروموتورdc 407kw,,,,461,5,اورهال,جوان,,,,1167,2024-03-11,2024-03-18,,,,,False
2138,1,"استاتور 30kw
1470دور",,,,468-469,5,سیم پیچی,آقای گرزین,,,,1168,2024-03-12,2024-04-07,,,,,False
2139,1,"استاتور 30kw
1470دور",,,,477-478,5,سیم پیچی,آقای گرزین,,,,1169,2024-03-12,2024-04-07,,,,,False
2140,1,"استاتور 30kw
1470دور",,,,479-480,5,سیم پیچی,آقای گرزین,,,,1170,2024-03-12,2024-04-07,,,,,False
1195,1,ژنراتور 18KW,,,,,,سیم پیچی,,,,,196,2018-12-24,2018-12-23,,,,,False
1196,1,ژنراتور 18KW,,,,,,سیم پیچی,,,,,197,2018-12-24,2018-12-24,,,,,False
1197,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,198,2018-12-29,2018-12-25,,,,,False
1198,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,199,2018-12-29,2018-12-26,,,,,False
1199,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,200,2018-12-29,2018-12-27,,,,,False
1200,1,استاتور سیم لاکی 200KW,,,,,,اورهال,,,,,201,2019-01-06,2019-01-22,,,,,False
1201,1,استاتور  200KW,,,,,,اورهال,,,,,202,2019-01-06,2019-01-22,,,,,False
1202,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,203,2019-01-15,2019-01-23,,,,,False
1203,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,204,2019-01-15,2019-01-24,,,,,False
1204,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,205,2019-01-15,2019-01-25,,,,,False
1205,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,206,2019-01-15,2019-01-26,,,,,False
1206,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,207,2019-01-15,2019-01-27,,,,,False
1207,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,208,2019-01-15,2019-01-28,,,,,False
1208,1,ژنراتور 18KW,,,,,,سیم پیچی,,,,,209,2019-01-17,2019-01-29,,,,,False
1209,1,ژنراتور 18KW,,,,,,سیم پیچی,,,,,210,2019-01-17,2019-01-30,,,,,False
1210,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,211,2019-01-17,2019-01-31,,,,,False
1211,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,212,2019-01-17,2019-02-01,,,,,False
1212,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,213,2019-01-17,2019-02-02,,,,,False
1213,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,214,2019-01-17,2019-02-03,,,,,False
1214,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,215,2019-01-17,2019-02-04,,,,,False
1215,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,216,2019-01-17,2019-02-05,,,,,False
1216,1,ژنراتور 18KW,,,,,,سیم پیچی,,,,,217,2019-01-30,2019-02-06,,,,,False
1217,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,218,2019-01-30,2019-02-07,,,,,False
1218,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,219,2019-01-30,2019-02-08,,,,,False
1219,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,220,2019-01-30,2019-02-09,,,,,False
1220,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,221,2019-01-30,2019-02-10,,,,,False
1221,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,222,2019-01-30,2019-02-11,,,,,False
1222,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,223,2019-01-30,2019-02-12,,,,,False
1223,1,استاتور 200KW,,,,,,اورهال,,,,,224,2019-01-30,2019-02-19,,,,,False
1224,1,ژنراتور 18KW,,,,,,سیم پیچی,,,,,225,2019-02-12,2019-08-16,,,,,False
1225,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,226,2019-02-12,2019-08-16,,,,,False
1226,1,ژنراتور 18KW,,,,,,سیم پیچی,,,,,227,2019-02-12,2019-08-16,,,,,False
1227,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,228,2019-02-12,2019-08-16,,,,,False
1228,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,229,2019-02-12,2019-08-16,,,,,False
1229,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,230,2019-02-12,2019-08-16,,,,,False
1230,1,ژنراتور 18KW,,,,,,سیم پیچی,,,,,231,2019-02-14,2019-08-16,,,,,False
1231,1,ژنراتور 18KW,,,,,,سیم پیچی,,,,,232,2019-02-14,2019-08-16,,,,,False
1232,1,استاتور 165 متری 200KW,,,,,,سیم پیچی موضعی,,,,,233,2019-03-14,2019-03-18,,,,,False
1233,1,استاتور 165 متری 200KW,,,,,,اورهال,,,,,234,2019-03-14,2019-03-15,,,,,False
1234,1,استاتور 165 متری 200KW,,,,,,اورهال,,,,,235,2019-03-30,2019-04-18,,,,,False
1235,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,236,2019-03-31,2019-08-16,,,,,False
1236,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,237,2019-03-31,2019-08-16,,,,,False
1237,1,ژنراتور 18KW,,,,,,سیم پیچی,,,,,238,2019-03-31,2019-08-16,,,,,False
1238,1,استاتور 100HP 380V,,,,,,سیم پیچی,,,,,239,2019-04-25,2019-06-02,,,,,False
1239,1,آرمیچر DC,,,,,,عودت,,,,,240,2019-04-28,2019-05-23,,,,,False
1240,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,241,2019-04-28,2019-08-16,,,,,False
1241,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,242,2019-04-28,2019-08-16,,,,,False
1242,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,243,2019-04-28,2019-08-16,,,,,False
1243,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,244,2019-04-28,2019-08-16,,,,,False
1244,1,ژنراتور 18KW,,,,,,سیم پیچی,,,,,245,2019-04-28,2019-08-16,,,,,False
1245,1,ژنراتور 18KW,,,,,,سیم پیچی,,,,,246,2019-04-28,2019-08-16,,,,,False
1246,1,ژنراتور 18KW,,,,,,سیم پیچی,,,,,247,2019-04-28,2019-08-16,,,,,False
1247,1,استاتور 250KW,,,,,,سیم پیچی,,,,,248,2019-05-07,2019-08-26,,,,,False
1248,1,فن 28W 0/14A 220V,,,,,,سیم پیچی,,,,,249,2019-05-16,2019-06-20,,,,,False
1249,1,فن 28W 0/14A 220V,,,,,,سیم پیچی,,,,,250,2019-05-16,2019-06-20,,,,,False
1250,1,فن 28W 0/14A 220V,,,,,,سیم پیچی,,,,,251,2019-05-16,2019-06-20,,,,,False
1251,1,فن 28W 0/14A 220V,,,,,,سیم پیچی,,,,,252,2019-05-16,2019-06-20,,,,,False
1252,1,فن 60W 0/35A 220V,,,,,,سیم پیچی,,,,,253,2019-05-16,2019-06-20,,,,,False
1253,1,فن 60W 0/35A 220V,,,,,,سیم پیچی,,,,,254,2019-05-16,2019-06-20,,,,,False
1254,1,فن 60W 0/35A 220V,,,,,,سیم پیچی,,,,,255,2019-05-16,2019-06-20,,,,,False
1255,1,فن 60W 0/35A 220V,,,,,,سیم پیچی,,,,,256,2019-05-16,2019-06-20,,,,,False
1256,1,فن 60W 0/35A 220V,,,,,,سیم پیچی,,,,,257,2019-05-16,2019-06-20,,,,,False
1257,1,فن 60W 0/35A 220V,,,,,,سیم پیچی,,,,,258,2019-05-16,2019-06-20,,,,,False
1258,1,فن 60W 0/35A 220V,,,,,,سیم پیچی,,,,,259,2019-05-16,2019-06-20,,,,,False
1259,1,فن 60W 0/35A 220V,,,,,,سیم پیچی,,,,,260,2019-05-16,2019-06-20,,,,,False
1260,1,فن 60W 0/35A 220V,,,,,,سیم پیچی,,,,,261,2019-05-16,2019-06-20,,,,,False
1261,1,فن 60W 0/35A 220V,,,,,,سیم پیچی,,,,,262,2019-05-16,2019-06-20,,,,,False
1262,1,الکتروموتور DC,,,,,,سیم پیچی,,,,,263,2019-05-18,2019-06-30,,,,,False
1263,1,آرمیچر تردمیل,,,,,,سیم پیچی,,,,,264,2019-05-19,2019-07-01,,,,,False
1264,1,آرمیچر DC,,,,,,سیم پیچی,,,,,265,2019-05-23,2019-07-11,,,,,False
1265,1,الکتروموتور 630KW DC,,,,,,اورهال,,,,,266,2019-05-29,2019-06-03,,,,,False
1266,1,استاتور 165KW,,,,,,سیم پیچی,,,,,267,2019-06-03,2019-08-01,,,,,False
1267,1,الکتروموتور 40KW DC,,,,,,اورهال,,,,,268,2019-06-16,2019-06-30,,,,,False
1268,1,موتور جوش ,,,,,,اورهال,,,,,269,2019-06-17,2019-06-26,,,,,False
1269,1,موتور 200KW اکسیژن,,,,,,اورهال,,,,,270,2019-06-22,2019-07-06,,,,,False
1270,1,موتور 200KW اکسیژن,,,,,,اورهال,,,,,271,2019-06-22,2021-07-17,,,,,False
1271,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,272,2019-06-27,2019-08-16,,,,,False
1272,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,273,2019-06-27,2019-08-16,,,,,False
1273,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,274,2019-06-27,2019-08-16,,,,,False
1274,1,الکتروموتور 22KW,,,,,,سیم پیچی,,,,,275,2019-06-29,2019-07-03,,,,,False
1275,1,ژنراتور 18KW,,,,,,سیم پیچی,,,,,276,2019-06-30,2019-08-16,,,,,False
1276,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,277,2019-06-30,2019-08-16,,,,,False
1277,1,ژنراتور 18KW,,,,,,سیم پیچی,,,,,278,2019-06-30,2019-08-16,,,,,False
1278,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,279,2019-06-30,2019-08-16,,,,,False
1279,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,280,2019-06-30,2019-08-16,,,,,False
1280,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,281,2019-06-30,2019-08-16,,,,,False
1281,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,282,2019-06-30,2019-08-16,,,,,False
1282,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,283,2019-07-02,2019-08-16,,,,,False
1283,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,284,2019-07-02,2019-08-16,,,,,False
1284,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,285,2019-07-02,2019-08-16,,,,,False
1285,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,286,2019-07-02,2019-08-16,,,,,False
1286,1,ژنراتور 18KW,,,,,,سیم پیچی,,,,,287,2019-07-02,2019-08-16,,,,,False
1287,1,ژنراتور 18KW,,,,,,سیم پیچی,,,,,288,2019-07-02,2019-08-16,,,,,False
1288,1,ژنراتور 18KW,,,,,,سیم پیچی,,,,,289,2019-07-02,2019-08-16,,,,,False
1289,1,الکتروموتور 37KW,,,,,,سیم پیچی,,,,,290,2019-07-03,2019-07-09,,,,,False
1290,1,آرمیچر پمپ سوخت,,,,,,سیم پیچی,,,,,291,2019-07-08,2019-09-05,,,,,False
1291,1,آرمیچر پمپ سوخت,,,,,,سیم پیچی,,,,,292,2019-07-08,2019-09-05,,,,,False
1292,1,آرمیچر فن اواپراتور,,,,,,سیم پیچی,,,,,293,2019-07-08,2019-09-05,,,,,False
1293,1,آرمیچر فن کندانسور,,,,,,سیم پیچی,,,,,294,2019-07-08,2019-09-05,,,,,False
1294,1,آرمیچر کمکی همراه ژنراتور,,,,,,سیم پیچی,,,,,295,2019-07-08,2019-09-19,,,,,False
1295,1,بوبین آبی رنگ 1 عدد,,,,,,عودت,,,,,296,2019-07-08,2021-04-23,,,,,False
1296,1,بوبین آب رنگ 3 عدد,,,,,,عودت,,,,,297,2019-07-08,2021-04-23,,,,,False
1297,1,الکتروموتور 75KW,,,,,,اورهال,,,,,298,2019-07-11,2019-07-14,,,,,False
1298,1,الکتروموتور 75KW,,,,,,اورهال,,,,,299,2019-07-11,2019-07-14,,,,,False
1299,1,الکتروموتور 7/5KW,,,,,,سیم پیچی,,,,,300,2019-07-12,2019-07-14,,,,,False
1300,1,الکتروموتور 6KW,,,,,,اورهال,,,,,301,2019-07-15,2019-08-24,,,,,False
1301,1,الکتروموتور جرثقیل 4/5 تن,,,,,,سیم پیچی,,,,,302,2019-07-15,2019-08-24,,,,,False
1302,1,الکتروموتور جرثقیل 4/5 تن,,,,,,سیم پیچی,,,,,303,2019-07-15,2019-08-24,,,,,False
1303,1,الکتروموتور جرثقیل 8 تن,,,,,,سیم پیچی,,,,,304,2019-07-15,2019-12-26,,,,,False
1304,1,الکتروموتور جرثقیل 8 تن,,,,,,سیم پیچی,,,,,305,2019-07-15,2019-12-26,,,,,False
1305,1,الکتروموتور 45KW,,,,,,سیم پیچی,,,,,306,2019-07-18,2019-09-19,,,,,False
1306,1,الکتروموتور 45KW,,,,,,سیم پیچی,,,,,307,2019-07-18,2019-09-19,,,,,False
1307,1,استاتور آلستوم,,,,,,سیم پیچی,,,,,308,2019-07-19,2019-08-27,,,,,False
1308,1,ژنراتور 18KW,,,,,,سیم پیچی,,,,,309,2019-07-22,2019-08-16,,,,,False
1309,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,310,2019-07-22,2019-08-16,,,,,False
1310,1,ژنراتور 18KW,,,,,,سیم پیچی,,,,,311,2019-07-22,2019-08-16,,,,,False
1311,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,312,2019-07-22,2019-08-16,,,,,False
1312,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,313,2019-07-25,2019-08-16,,,,,False
1313,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,314,2019-07-25,2019-08-16,,,,,False
1314,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,315,2019-07-25,2019-08-16,,,,,False
1315,1,ژنراتور 18KW,,,,,,سیم پیچی,,,,,316,2019-08-04,2019-08-16,,,,,False
1316,1,ژنراتور 18KW,,,,,,سیم پیچی,,,,,317,2019-08-04,2019-08-16,,,,,False
1317,1,ژنراتور 18KW,,,,,,سیم پیچی,,,,,318,2019-08-04,2019-08-16,,,,,False
1318,1,ژنراتور 20KW,,,,,,سیم پیچی,,,,,319,2019-08-04,2019-08-16,,,,,False
1319,1,ترانس 50KVA,,,,,,اورهال,,,,,320,2019-08-28,2019-12-30,,,,,False
1320,1,ترانس 50KVA,,,,,,اورهال,,,,,321,2019-08-28,2019-12-30,,,,,False
1321,1,ترانس 50KVA,,,,,,اورهال,,,,,322,2019-08-28,2020-12-29,,,,,False
1322,1,ترانس 100KVA,,,,,,سیم پیچی,,,,,323,2019-08-28,2019-12-30,,,,,False
1323,1,الکتروموتور 30KW DC,,,,,,سیم پیچی,,,,,324,2019-09-11,2019-11-11,,,,,False
1324,1,الکتروموتور ABB 250KW,,,,,,اورهال,,,,,325,2019-09-16,2019-09-18,,,,,False
1325,1,الکتروموتور ABB 250KW,,,,,,سیم پیچی,,,,,326,2019-09-16,2020-05-19,,,,,False
1326,1,آرمیچر 18KW,,,,,,سیم پیچی,,,,,327,2019-09-17,2020-01-18,,,,,False
1327,1,قطب رتور کمکی,,,,,,سیم پیچی,,,,,328,2019-09-17,2019-12-24,,,,,False
