ProjectCode,Employer,NameProject,SerialNumber,DateMovaqatExit,GhabzExit,FactorNumber,FactorType,KarshenasiAvalie,ReceiverProject,DeliveryDate,FileDate,Description,Id,DateVorod,DateKhoroj,SematId,UserId,DateSabtPoroje,DateNiazMoshtari,IsPoshe
1328,1,قطب رتور کمکی,,,,,,سیم پیچی,,,,,329,2019-09-17,2019-10-17,,,,,False
1329,1,قطب رتور کمکی,,,,,,سیم پیچی,,,,,330,2019-09-17,2019-10-17,,,,,False
1330,1,قطب رتور کمکی,,,,,,سیم پیچی,,,,,331,2019-09-17,2019-12-24,,,,,False
1331,1,قطب رتور کمکی,,,,,,سیم پیچی,,,,,332,2019-09-17,2019-11-16,,,,,False
1332,1,قطب رتور اصلی,,,,,,سیم پیچی,,,,,333,2019-09-17,2019-11-16,,,,,False
1333,1,قطب رتور اصلی,,,,,,سیم پیچی,,,,,334,2019-09-17,2022-02-19,,,,,False
1334,1,استاتور فن آب,,,,,,سیم پیچی,,,,,335,2019-09-17,2019-10-17,,,,,False
1335,1,استاتور فن آب,,,,,,سیم پیچی,,,,,336,2019-09-17,2019-10-17,,,,,False
1336,1,استاتور فن آب,,,,,,سیم پیچی,,,,,337,2019-09-17,2019-10-17,,,,,False
1337,1,الکتروموتور 315KW,,,,,,اورهال,,,,,338,2019-10-06,2019-10-07,,,,,False
1338,1,دستگاه جوش CO2,,,,,,اورهال,,,,,339,2019-10-06,2019-11-16,,,,,False
1339,1,دینام جوش,,,,,,اورهال,,,,,340,2019-10-06,2019-11-16,,,,,False
1340,1,استاتور,,,,,,اورهال,,,,,341,2019-10-06,2019-10-09,,,,,False
1341,1,قطب اصلی,,,,,,سیم پیچی,,,,,342,2019-10-06,2022-02-19,,,,,False
1342,1,استاتور فن آّب,,,,,,سیم پیچی,,,,,343,2019-10-18,2019-10-28,,,,,False
1343,1,استاتور فن آّب,,,,,,سیم پیچی,,,,,344,2019-10-18,2019-10-28,,,,,False
1344,1,استاتور فن آّب,,,,,,سیم پیچی,,,,,345,2019-10-18,2019-10-28,,,,,False
1345,1,استاتور فن آّب,,,,,,سیم پیچی,,,,,346,2019-10-18,2019-10-28,,,,,False
1346,1,استاتور فن آّب,,,,,,سیم پیچی,,,,,347,2019-10-18,2019-10-28,,,,,False
1347,1,آرمیچر 4/5 تن,,,,,,سیم پیچی,,,,,348,2019-10-18,2019-10-31,,,,,False
1348,1,آرمیچر 4/5 تن,,,,,,سیم پیچی,,,,,349,2019-10-18,2019-11-20,,,,,False
1349,1,آرمیچر,,,,,,سیم پیچی,,,,,350,2019-10-22,2019-12-11,,,,,False
1350,1,استاتور اصلی و تحریک AR10,,,,,,سیم پیچی,,,,,351,2019-10-23,2019-11-16,,,,,False
1351,1,استاتور AC315KW,,,,,,اورهال,,,,,352,2019-10-25,2019-10-26,,,,,False
1352,1,آرمیچر 4/5 تن,,,,,,سیم پیچی,,,,,353,2019-11-11,2019-11-26,,,,,False
1353,1,آرمیچر 5/5 تن,,,,,,سیم پیچی,,,,,354,2019-11-11,2019-12-03,,,,,False
1354,1,آرمیچر پمپ سوخت,,,,,,سیم پیچی,,,,,355,2019-11-11,2021-06-25,,,,,False
1355,1,آرمیچر GE کمکی,,,,,,سیم پیچی,,,,,356,2019-11-11,,,,,,False
1356,1,استاتور 315KW,,,,,,سیم پیچی,,,,,357,2019-11-19,2019-12-31,,,,,False
1357,1,ترانس 200KVA,,,,,,سیم پیچی,,,,,358,2019-11-19,2020-05-06,,,,,False
1358,1,الکتروموتور سه فاز بدون پلاک,,,,,,اورهال,,,,,359,2019-11-22,2019-12-11,,,,,False
1359,1,استاتور فن آب,,,,,,سیم پیچی,,,,,360,2019-11-23,2019-12-24,,,,,False
1360,1,استاتور فن آب,,,,,,سیم پیچی,,,,,361,2019-11-23,2019-12-24,,,,,False
1361,1,استاتور فن آب,,,,,,سیم پیچی,,,,,362,2019-11-23,2019-12-24,,,,,False
1362,1,استاتور فن آب,,,,,,سیم پیچی,,,,,363,2019-11-23,2019-12-24,,,,,False
1363,1,استاتور 165 متری,,,,,,سیم پیچی موضعی,,,,,364,2019-11-29,2019-12-03,,,,,False
1364,1,اسلیپ رینگ,,,,,,اورهال,,,,,365,2019-12-02,2019-12-23,,,,,False
1365,1,اینداکتور کوره القایی,,,,,,سیم پیچی,,,,,366,2019-12-03,2020-01-02,,,,,False
1366,1,رتور الکتروموتور 75KW,,,,,,اصلاح شفت,,,,,367,2019-12-03,2020-01-02,,,,,False
1367,1,الکتروموتور 130KW,,,,,,سیم پیچی,,,,,368,2019-12-03,2020-01-10,,,,,False
1368,1,ترانسفورماتور 25KVA,,,,,,اورهال,,,,,369,2019-12-07,2020-05-06,,,,,False
1369,1,ترانسفورماتور 50KVA,,,,,,اورهال,,,,,370,2019-12-07,2020-05-06,,,,,False
1370,1,ترانسفورماتور 50KVA,,,,,,اورهال,,,,,371,2019-12-07,2020-05-06,,,,,False
1371,1,ترانسفورماتور 100KVA,,,,,,اورهال,,,,,372,2019-12-07,2020-09-30,,,,,False
1372,1,ترانسفورماتور 160KVA,,,,,,اورهال,,,,,373,2019-12-07,2020-05-06,,,,,False
1373,1,ترانسفورماتور 100KVA,,,,,,اورهال,,,,,374,2019-12-07,2020-09-30,,,,,False
1374,1,ترانسفورماتور 200KVA,,,,,,عودت,,,,,375,2019-12-07,2023-12-26,,,,,False
1375,1,ترانسفورماتور 315KVA,,,,,,اورهال,,,,,376,2019-12-07,2022-07-03,,,,,False
1376,1,ژنراتور کمکی Dc,,,,,,سیم پیچی,,,,,377,2019-12-16,2020-01-20,,,,,False
1377,1,رتور فن دینامیکی,,,,,,سیم پیچی,,,,,378,2019-12-16,2020-05-17,,,,,False
1378,1,رتور فن دینامیکی,,,,,,سیم پیچی,,,,,379,2019-12-16,2020-02-16,,,,,False
1379,1,رتور فن دینامیکی,,,,,,سیم پیچی,,,,,380,2019-12-16,2020-02-16,,,,,False
1380,1,رتور فن دینامیکی,,,,,,سیم پیچی,,,,,381,2019-12-16,2020-02-16,,,,,False
1381,1,استاتور فن آب رادیاتور ,,,,,,سیم پیچی,,,,,382,2019-12-16,2019-12-24,,,,,False
1382,1,استاتور DC فن دینامیک,,,,,,سیم پیچی,,,,,383,2019-12-16,2020-02-16,,,,,False
1383,1,استاتور اصلی AR10,,,,,,اورهال,,,,,384,2019-12-16,2020-01-20,,,,,False
1384,1,استاتور اصلی AR10,,,,,,اورهال,,,,,385,2019-12-16,2020-01-02,,,,,False
1385,1,استاتور آلستوم ,,,,,,سیم پیچی,,,,,386,2019-12-03,2020-06-24,,,,,False
1386,1,الکتروموتور جرثقیل 5/5 تن,,,,,,سیم پیچی,,,,,387,2019-12-18,2020-01-07,,,,,False
1387,1,الکتروموتور جرثقیل5/5Kw,,,,,,اورهال,,,,,388,2019-12-18,2019-12-21,,,,,False
1388,1,الکتروموتور DC,,,,,,سیم پیچی,,,,,389,2019-12-18,2020-01-20,,,,,False
1389,1,الکتروموتور DC,,,,,,اورهال,,,,,390,2019-12-18,2020-01-20,,,,,False
1774,1,الکترو موتور 90kw,,,,,,اورهال,,,,,781,2021-11-28,2021-12-23,,,,,False
1775,1,الکتروموتور,,,,,,سیم پیچی,,,,,782,2021-11-29,2021-12-04,,,,,False
1776,1,فن دستگاه جوش,,,,,,اورهال,,,,,783,2021-11-30,2021-12-11,,,,,False
1777,1,استاتور آلستوم,,,,,,سیم پیچی,,,,,784,2021-12-07,2022-02-11,,,,,False
1778,1,استاتور 400KW,,,,232,1,اورهال,,,,,785,2021-12-03,2022-02-22,,,,,False
1779,1,استاتور 400KW,,,,,,اورهال,,,,,786,2021-12-03,2022-02-22,,,,,False
1780,1,الکترو موتور 15KW,,,,,,سیم پیچی,,,,,787,2021-12-14,2021-12-23,,,,,False
1781,1,الکترو موتور 15KW,,,,,,سیم پیچی,,,,,788,2021-12-14,2021-12-24,,,,,False
1782,1,الکتروموتور لیفتراک,,,,,,سیم پیچی,,,,,789,2021-12-18,2021-12-20,,,,,False
1783,1,استاتور 300کیلووات اکسیژن,,,,,,اورهال,,,,,790,2021-12-21,2022-02-03,,,,,False
1784,1,الکتروموتور 37KW,,,,,,عودت,,,,,791,2021-12-25,2021-12-25,,,,,False
1785,1,الکتروموتور 30KW,,,,,,عودت,,,,,792,2021-12-25,2021-12-25,,,,,False
1786,1,موتورگیربکسی 1/2hp,,,,,,سیم پیچی,,,,,793,2021-12-25,2021-12-28,,,,,False
1787,1,موتور گیربکس 15kw,,,,,,سیم پیچی,,,,,794,2021-12-30,2022-01-18,,,,,False
1788,1,پمپ پروانه استیل 2/2kw,,,,,,سیم پیچی,,,,,795,2021-12-30,2022-01-02,,,,,False
1789,1,موتور گیربکسی حلزونی فن سرخود,,,,,,سیم پیچی,,,,,796,2021-12-24,2022-01-16,,,,,False
1790,1,استاتور آلستوم,,,,,,سیم پیچی,,,,,797,2021-12-30,2022-02-11,,,,,False
1791,1,فن مگنتی,,,,,,سیم پیچی,,,,,798,2022-01-02,2022-01-03,,,,,False
1792,1,مگنت,,,,,,سیم پیچی,,,,,799,2022-01-03,2022-02-15,,,,,False
1793,1,استاتور اکسیژن,,,,,,اورهال,,,,,800,2022-01-05,2022-01-11,,,,,False
1794,1,ژنراتور 245kw,,,,,,سیم پیچی,,,,,801,2022-01-10,2022-03-16,,,,,False
1795,1,فن هواکش توربو,,,,,,سیم پیچی,,,,,802,2022-01-11,2021-04-14,,,,,False
1796,1,الکتروموتور 4 kw,,,,,,سیم پیچی,,,,,803,2022-01-13,2022-01-18,,,,,False
1797,1,استاتور اکسیژن 200کیلووات,,,,,,اورهال,,,,,804,2022-01-16,2022-02-20,,,,,False
1798,1,استاتور اکسیژن 200کیلووات ,,,,00221,8,اورهال,,,,,805,2022-01-16,2022-06-22,,,,,False
1799,1,موتور فن,,,,,,سیم پیچی,,,,,806,2022-01-16,2022-01-19,,,,,False
1800,1,موتور کارواش 1400 دور 5/5kw,,,,,,اورهال,,,,,807,2022-01-17,2022-01-19,,,,,False
1801,1,الکتروموتور 75کیلووات,,,,00202,8,اورهال,,,,,808,2022-01-22,2022-02-20,,,,,False
1802,1,الکتروموتور 75کیلووات,,,,00202,8,اورهال,,,,,809,2022-01-22,2022-02-20,,,,,False
1803,1,استاتور 200کیلووات,,,,00202,8,اورهال,,,,,810,2022-01-24,2022-02-20,,,,,False
1804,1,رتور 200کیلووات,,,,00202,8,اورهال,,,,,811,2022-01-24,2022-02-20,,,,,False
1805,1,الکتروموتور 250کیلووات,,,,,,سیم پیچی,,,,,812,2022-01-25,2022-02-06,,,,,False
1806,1,الکتروموتور2.2 کیلووات,,,,,,سیم پیچی,,,,,813,2022-01-25,2022-03-02,,,,,False
1807,1,پمپ آب 2.2 کیلو وات,,,,,,سیم پیچی,,,,,814,2022-01-25,2022-03-02,,,,,False
1808,1,الکتروموتور,,,,236,5,سیم پیچی,,,,,815,2022-01-26,2022-05-07,,,,,False
1809,1,الکتروموتور,,,,236,5,سیم پیچی,,,,,816,2022-01-26,2022-05-07,,,,,False
1810,1,الکتروموتور 15کیلووات,,,,227,5,سیم پیچی,,,,,817,2022-01-26,2022-02-24,,,,,False
1811,1,پمپ آب ,,,,227,5,سیم پیچی,,,,,818,2022-01-26,2022-03-08,,,,,False
1812,1,پمپ آب ,,,,227,5,سیم پیچی,,,,,819,2022-01-26,2022-02-24,,,,,False
1813,1,الکتروموتور dc10.4kw,,,,,,عودت,,,,,820,2022-01-27,2022-02-12,,,,,False
1814,1,جرثقیل,,,,,,عودت,,,,,821,2022-01-27,2022-03-08,,,,,False
1815,1,الکتروموتور 7.5KW,,,,227,5,سیم پیچی,,,,,822,2022-02-01,2022-02-24,,,,,False
1816,1,الکتروموتور 30kw-1400rpm,,,,,,سیم پیچی,,,,,823,2022-02-07,2022-02-12,,,,,False
1817,1,الکتروموتور 2/2کیلووات,,,,,,سیم پیچی,,,,,824,2022-02-20,2022-03-09,,,,,False
1818,1,پمپ اب,,,,227,5,سیم پیچی,,,,,825,2022-02-22,2022-03-08,,,,,False
1819,1,دینام شارژر,,,,,,عودت,,,,,826,2022-02-22,2022-02-22,,,,,False
1820,1,روتور اکسیزن .بدون شفت,,,,00221,8,بازسازی 3 عدد قطب,,,,,827,2022-02-28,2022-06-22,,,,,False
1821,1,کفکش,,,,,,عودت داده شد,,,,,828,2022-03-07,2022-03-08,,,,,False
3,1,استاتور آلستوم,,,,,,برگشتی,,,,,829,2022-03-06,2022-04-25,,,,,False
4,1,رتور الستوم,,,,298,5,برگشتی,,,,,830,2022-03-06,2022-05-24,,,,,False
5,1,استاتور630kw,,,,,,برگشتی,,,,,831,2022-03-13,2022-04-29,,,,,False
6,1,استاتور630kw,,,,,,برگشتی,,,,,832,2022-03-13,2022-04-07,,,,,False
1822,1,الکتروموتورpb,,,,236,5,سیم پیچی,,,,,833,2022-03-13,2022-05-12,,,,,False
1823,1,موتور گیربکس,,,,236,5,سیم پیچی,,,,,834,2022-03-13,2022-05-12,,,,,False
1824,1,الکتروموتور,,,,236,5,سیم پیچی,,,,,835,2022-03-13,2022-05-12,,,,,False
1825,1,استاتور آلستوم,,,,266,5,سیم پیچی,,,,,836,2022-03-14,2022-05-24,,,,,False
1826,1,الکتروموتور 4KW,,,,236,5,سیم پیچی,,,,,837,2022-03-15,2022-05-07,,,,,False
1827,1,الکتروموتور 2/2KW1400RPM,,,,226,5,سیم پیچی,,,,,838,2022-03-26,2022-03-31,,,,,False
1828,1,درب قالپاق,,,,261,5,تعویض,,,,,839,2022-04-05,2022-05-31,,,,,False
1829,1,الکتروموتور 15کیلو وات,,,,241,5,سیم پیچی,,,,,840,2022-04-07,2022-04-13,,,,,False
1830,1,الکتروموتور 15کیلو وات,,,,241,5,اورهال ,,,,,841,2022-04-07,2022-05-08,,,,,False
1831,1,الکتروموتور 15کیلو وات,,,,241,5,اورهال ,,,,,842,2022-04-11,2022-04-13,,,,,False
1832,1,روتور,,,,00207,8,تعویض رتور بار,,,,,843,2022-04-17,2022-04-17,,,,,False
1833,1,اتومات کردن ژنراتور,,,,240,5,سرویس ,,,,,844,2022-04-15,2022-04-16,,,,,False
7,1,مگنت سرد,,,,,,برگشتی,,,,,845,2022-04-09,2022-04-20,,,,,False
1834,1,موتور30کیلوبات,,,,00210,8,اورهال ,,,,,846,2022-04-21,2022-05-05,,,,,False
1835,1,تراکشن آلستوم کامل,,,,266,5,سیم پیچی,,,,,847,2022-04-25,2022-09-21,,,,,False
1836,1,الکترو موتور kw350,,,,233,5,اورهال ,,,,,848,2022-04-25,2022-04-26,,,,,False
1837,1,ترانس 1600KVA,,,,258-259,5,اورهال ,,,,,849,2022-04-26,2022-05-28,,,,,False
1838,1,رکتی فایر 600 امپر,,,,272-273,5,ساخت تحریک,,,,,850,2022-04-26,2022-06-21,,,,,False
1839,1,کنتانتور,,,,272-273,5,ساخت تحریک,,,,,851,2022-04-26,2022-06-21,,,,,False
1840,1,الکترو موتور 18/5 کیلو وات,,,,269,5,سیم پیچی,,,,,852,2022-04-26,2022-05-12,,,,,False
1841,1,قالپاق شکسته الکتروموتور,,,,261,5,خرید درب قالپاق,,,,,853,2022-04-09,2022-05-31,,,,,False
1842,1,استاتور 200,,,,00211,8,اورهال,,,,,854,2022-04-28,2022-05-08,,,,,False
1843,1,تحریک,,,,00211,8,اورهال,,,,,855,2022-04-28,2022-05-08,,,,,False
1844,1,الکتروموتور22کیلووات,,,,234*235,5,سیم پیچی,,,,,856,2022-04-28,2022-06-01,,,,,False
8,1,ارمیچر فن دینامیک,,,,,,برگشتی,,,,,857,2022-04-09,2022-05-05,,,,,False
1845,1,موتورنهویه 630kw,,,,,,گارانتی,,,,,858,2022-05-02,2022-07-20,,,,,False
1846,1,پمپ اب یک اسب,,,,,,عودت ,,,,,859,2022-05-08,2022-05-10,,,,,False
1847,1,گان هوایی 36/2kva,,,,242,5,سیم پیچی,,,,,860,2022-05-09,2022-05-18,,,,,False
1848,1,الکتروموتورACDC,,,,00223,8,سیم پیچی,,,,,861,2022-05-09,2022-05-26,,,,,False
1849,1,الکتروموتور 15kw,,,,,,عودت شد,,,,,862,2022-05-10,2022-05-17,,,,,False
1850,1,الکتروموتور فن تهویه,,,,264-265,5,سیم پیچی,,,,,863,2022-05-11,2022-06-01,,,,,False
1851,1,الکتروموتور7/5kw,,,, ,,اسقاط شد,,,,,864,2022-05-14,2022-05-17,,,,,False
1852,1,نصب و راه اندازی رله,,,,269,5,سیم پیچی,,,,,865,2022-05-15,2022-05-16,,,,,False
1853,1,پمپ اب 1/5kw,,,,269,5,سیم پیچی,,,,,866,2022-05-17,2022-06-15,,,,,False
1854,1,ترانس گان هوایی,,,,260,5,سیم پیچی,,,,,867,2022-05-19,2022-09-07,,,,,False
9,1,ارمیچر فن دینامیک,,,,,,برگشتی,,,,,868,2022-05-18,2022-04-17,,,,,False
1855,1,موتورکولر,,,,,,حاج حسین رحمت الهی,,,,,869,2022-05-19,2022-05-23,,,,,False
1856,1,موتورکولر,,,,,,حاج حسین رحمت الهی,,,,,870,2022-05-21,2022-05-23,,,,,False
1857,1,موتورکولر,,,,,,حاج حسین رحمت الهی,,,,,871,2022-05-26,2022-06-09,,,,,False
1858,1,فن تهویه,,,,275-276,5,سیم پیچی,,,,,872,2022-06-01,2022-07-04,,,,,False
1859,1,الکترو موتور 18/5 کیلو وات,,,,266-267,5,سیم پیچی,,,,,873,2022-06-01,2022-08-10,,,,,False
1860,1,الکترو موتور18/5 کیلووات,,,,266-267,5,سیم پیچی,,,,,874,2022-06-01,2022-08-10,,,,,False
1861,1,صفحه های فیلتر روغن,,,,,,سند پلاست,,,,,875,2022-05-29,,,,,,False
1862,1,الکتروموتور جرثقیل 31 kw,,,,262/263,5,سیم پیچی,,,,,876,2022-06-06,2022-06-12,,,,,False
1863,1,4عدد قطب استاتور4/5تن,,,,00220,8,ساخت,,,,,877,2022-06-06,2022-06-12,,,,,False
1864,1,پمپ اب یک اسب,,,,00217,8,سیم پیچی,,,,,878,2022-06-08,2022-06-13,,,,,False
1865,1,الکتروموتور37KW,,,,270-271,5,سیم پیچی,,,,,879,2022-06-13,2022-06-20,,,,,False
1866,1,الکتروموتورdc,,,,00226,8,تعویض کلکتور,,,,,880,2022-06-18,2022-07-17,,,,,False
1867,1,استاتور اکسیژن165,,,,00219,8,اورهال,,,,,881,2022-06-19,2022-06-19,,,,,False
1868,1,الکتروموتور110kw,,,,301,5,سیم پیچی و تعویض بلبرینگ,,,,,882,2022-06-22,2023-03-15,,,,,False
1869,1,یوک ,,,,,,عودت,,,,,883,2022-06-20,2022-11-16,,,,,False
1870,1,یوک ,,,,,,عودت,,,,,884,2022-06-20,2022-11-16,,,,,False
1871,1,ارمیپر جرثقیل 2kw,,,,279,5,جوشکاری رتور,,,,,885,2022-06-26,2022-07-23,,,,,False
1872,1,ارمیچر جرثقیل 5/5 kw,,,,278,5,جوشکاری رتور,,,,,886,2022-06-26,2022-07-23,,,,,False
1873,1,استاتور و رتور تحریک,,,,274,5,سیم پیچی,,,,,887,2022-06-26,2022-07-01,,,,,False
1874,1,پمپ اب0/5 kw,,,,00227,8,سیم پیچی ,,,,,888,2022-06-27,2022-07-03,,,,,False
1875,1,پمپ اب 0/75kw,,,,00227,8,سیم پیچی ,,,,,889,2022-06-27,2022-07-12,,,,,False
1876,1,پمپ اب 0/75 kw,,,,00227,8,سیم پیچی ,,,,,890,2022-06-27,2022-06-30,,,,,False
1877,1,الکتروموتور 1//1kw,,,,0224,8,تعویض پلاتین و تعویض بلبرینگ ,,,,,891,2022-06-29,2022-07-02,,,,,False
1878,1,موتورگیربکسی 1/5 kw,,,,00246,8,تعویض بلبرینگ,,,,,892,2022-06-30,2022-06-30,,,,,False
1879,1,الکتروموتور2800 دور 2/2kw,,,,00227,8,سیم پیچی ,,,,,893,2022-06-30,2022-07-12,,,,,False
1880,1,استاتور اکسیژن,,,,281,5,سیم پیچی تعویض عایق,,,,,894,2022-07-02,2022-07-25,,,,,False
1881,1,پمپ اب 1 اسب,,,,280,5,سیم پیچی ,,,,,895,2022-07-04,2022-07-12,,,,,False
1882,1,الکتروموتور ضدانفجار,,,,313-314,5,سیم پیچی جوش تراش در قالپاق ها,,,,,896,2022-07-04,2022-10-25,,,,,False
1883,1,فن تهویه,,,,282/283,5,سیم پیچی ,,,,,897,2022-07-04,2022-08-03,,,,,False
1884,1,ارمیچر 4/5 تن,,,,309,5,سیم پیچی و بازسازی کلکتور,,,,,898,2022-07-05,2022-10-09,,,,,False
1885,1,ارمیچر 4/5 تن,,,,309,5,سیم پیچی و بازسازی کلکتور,,,,,899,2022-07-05,2022-10-09,,,,,False
1886,1,الکتروموتور ac,,,,277,5,ساخت و تعویض شافت و بلبرینگ,,,,,900,2022-07-05,2022-07-13,,,,,False
1887,1,پمپ اب 1 اسب ,,,,280,5,سیم پیچی ,,,,,901,2022-07-06,2022-07-12,,,,,False
1888,1,الکتروموتورdc,,,,302,5,بازسازی ,,,,,902,2022-07-06,2022-09-19,,,,,False
1889,1,الکتروموتور 2/2kw,,,,00229,8,سیم پیچی تعویض بلبرینگ,,,,,903,2022-07-08,2022-07-11,,,,,False
1890,1,استاتور 6کیلوولت 300kw,,,,00242,8,اورهال,,,,,904,2022-07-11,2022-08-24,,,,,False
1891,1,استاتور 6کیلوولت 300kw,,,,00242,8,اورهال,,,,,905,2022-07-11,2022-08-24,,,,,False
1892,1,استاتور 6کیلوولت 300kw,,,,00237,8,اورهال,,,,,906,2022-07-11,2022-08-24,,,,,False
1893,1,استاتور 6کیلوولت 300kw,,,,00237,8,اورهال,,,,,907,2022-07-11,2022-08-24,,,,,False
1894,1,رتورو استاتور تحریکو پلدیود,,,,,,کارانجام نشده .قراره استعلام بگیرن,,,,,908,2022-07-12,2022-07-12,,,,,False
10,1,الکتروموتور 37KW,,,,,,برگشتی,,,,,909,2022-07-12,2022-07-23,,,,,False
1895,1,الکتروموتورAC,,,,280,5,سیم پیچی,,,,,910,2022-07-12,2022-08-14,,,,,False
1896,1,الکتروموتورسروو,,,,284,5,سیم پیچی,,,,,911,2022-07-12,2022-08-10,,,,,False
1897,1,الکتروموتور سروو,,,,284,5,سیم پیچی,,,,,912,2022-07-12,2022-08-10,,,,,False
1898,1,الکتروموتورdc 10/5 hp,,,,,,کد تکراری,,,,,913,2022-07-14,2022-08-18,,,,,False
1899,1,الکتروموتور10/5 hp Dc,,,,,,رفع اتصال,,,,,914,2022-07-14,2022-08-18,,,,,False
1900,1,الکتروموتور 3 فاز 4KW,,,,,,سیم پیچی,,,,,915,2022-07-17,2022-07-28,,,,,False
1901,1,پمپ اب 1/5 اسب,,,,285,5,سیم پیچی,,,,,916,2022-07-17,2022-08-14,,,,,False
1902,1,فن تهویه,,,,,,تعویض سربندی سیم پیچ قبلی شرکت ,,,,,917,2022-07-20,2022-08-03,,,,,False
1903,1,جرثقیل سقفی,,,,00232,8,سیم پیچی ,,,,,918,2022-07-21,2022-07-22,,,,,False
1904,1,آرمیچر 4/5 تن,,,,,,عودت,,,,,919,2022-07-24,2023-08-08,,,,,False
1905,1,الکتروموتور42kw,,,,299-300,5,سیم پیچی,,,,,920,2022-07-24,2022-09-19,,,,,False
1906,1,الکتروموتور 7/5KW,,,,287,5,سیم پیچی,,,,,921,2022-07-26,2022-08-14,,,,,False
1907,1,الکتروموتور 2.5kw,,,,00233,8,سیم پیچی,,,,,922,2022-07-27,2022-08-06,,,,,False
1908,1,الکتروموتورAC-DC,,,,00240,8,سیم پیچی,بیزه,,,,923,2022-08-02,2022-09-05,,,,,False
1909,1,استاتور آلستوم,,,,345,5,سیم پیچی,بیزه,,,,924,2022-08-03,2023-04-16,,,,,False
1910,1,استاتور آلستوم,,,,345,5,سیم پیچی,بیزه,,,,925,2022-08-03,2023-04-16,,,,,False
1911,1,استاتور آلستوم,,,,318,5,سیم پیچی,تیموری,,,,926,2022-08-03,2022-11-05,,,,,False
1912,1,استاتور آلستوم,,,,319,5,سیم پیچی ,بیزه,,,,927,2022-08-03,2022-11-05,,,,,False
1913,1,استاتور4/5T DC با آرمیچر,,,,313-314,5,سیم پیچی,بناء,,,,928,2022-08-03,2022-10-25,,,,,False
1914,1,استاتور4/5T DC بدون آرمیچر,,,,342-343,5,سیم پیچی+ساخت آرمیچر,بناء,,,,929,2022-08-03,2023-02-09,,,,,False
1915,1,کلید شعله پوش,,,,,,عودت,,,,,930,2022-08-04,2022-09-11,,,,,False
11,1,37kw 1400دور ,,,,,,برگشتی,,,,,931,2022-07-31,2022-08-04,,,,,False
1916,1,پمپ آب 1/5 KW,,,,,,عودت,,,,,932,2022-07-19,2022-09-01,,,,,False
1917,1,استاتور اکسیژن ,,,,00235,8,اورهال,,,,,933,2022-08-06,2022-08-06,,,,,False
1918,1,استاتور اکسیژن ,,,,00235,8,اورهال,,,,,934,2022-08-06,2022-08-06,,,,,False
1919,1,آرمیچر 4/5Tهمراه با استاتور,,,,328-329,5,سیم پیچی,ناظری پور,,,,935,2022-08-12,2022-12-07,,,,,False
1920,1,آرمیچر4/5Tهمراه با استاتور,,,,328-329,5,سیم پیچی,ناظری پور,,,,936,2022-08-12,2022-12-07,,,,,False
1921,1,موتور جوشDC,,,,328,5,رفع اتصال,ناظری پور,,,,937,2022-08-12,2022-12-09,,,,,False
1922,1,استاتور و روتور تحریک نیروگاه,,,,00248,8,سیم پیچی,حمیدیان,,,,938,2022-08-13,2023-02-08,,,,,False
12,1,مگنت گرم,,,,,,برگشتی,,,,,939,2022-08-14,2022-10-07,,,,,False
1923,1,استاتور و روتور تحریک نیروگاه,,,,00248,8,سیم پیچی,حمیدیان,,,,940,2022-08-17,2023-02-08,,,,,False
1924,1,روتور ,,,,00248,8,سیم پیچی,حمیدیان,,,,941,2022-08-17,2023-02-08,,,,,False
1925,1,الکتروموتور ac,,,,289,5,برگشتی شفت روتور ساخت مجدد شفت,,,,,942,2022-08-17,2022-08-23,,,,,False
1926,1,الکتروموتور 22KW ضد انفجار,,,,294-295,5,سیم پیچی,ناظری پور,,,,943,2022-08-22,2022-09-06,,,,,False
1927,1,الکتروموتور 22KW ضد انفجار,,,,294-295,5,سیم پیچی,ناظری پور,,,,944,2022-08-22,2022-09-06,,,,,False
1928,1,الکتروموتور 22KW ضد انفجار,,,,304-305,5,سیم پیچی,ناظری پور,,,,945,2022-08-22,2022-09-19,,,,,False
1929,1,الکتروموتور 37KW ضد انفجار,,,,296-297,5,سیم پیچی,حمیدیان,,,,946,2022-08-22,2022-09-06,,,,,False
1930,1,استاتور 200kw,,,,290,5,رفع عیب کویل 6دور به 3 دور,,,,,947,2022-08-17,2022-08-25,,,,,False
1931,1,الکتروموتور 185kw,,,,317,5,سیم پیچی,ناظری پور,,,,948,2022-08-29,2022-10-12,,,,,False
1932,1,الکتروموتور315kw,,,,315-316,5,سیم پیچی,بانوی,,,,949,2022-08-29,2022-10-25,,,,,False
1933,1,الکتروموتور315kw,,,,292,5,اورهال,شاکری,,,,950,2022-08-29,2022-09-04,,,,,False
1934,1,الکتروموتور dc,,,,348-349-379,5,سیم پیچی,بناء,,,,951,2022-09-04,2023-03-13,,,,,False
1935,1,استاتور اکسیژن,,,,4956,8,سیم پیچی,حمیدیان,,,,952,2022-09-06,2022-11-06,,,,,False
1936,1,استاتور اکسیژن,,,,00249,8,سیم پیچی,ریاحی,,,,953,2022-09-06,2022-11-27,,,,,False
1937,1,تحریک استاتور اکسیژن,,,,00249,8,سیم پیچی,,,,,954,2022-09-06,2022-11-27,,,,,False
1938,1,گان هوایی  ,,,,312,5,رفع نشتی,ریاحی,,,,955,2022-09-07,2022-10-18,,,,,False
